,label,speed
1104,1,"[31, 31, 32, 31, 27, 30, 25, 35, 33, 29, 18, 10]"
1105,1,"[20, 25, 28, 20, 16, 23, 29, 27, 35, 29, 25, 11]"
1106,1,"[24, 18, 25, 27, 21, 23, 20, 16, 28, 28, 31, 16]"
1107,1,"[31, 29, 26, 25, 16, 21, 16, 23, 26, 18, 23, 12]"
1108,1,"[25, 22, 26, 29, 27, 29, 23, 12, 13, 24, 28, 23]"
1109,1,"[30, 25, 30, 28, 13, 16, 13, 16, 20, 26, 25, 24]"
1110,1,"[28, 21, 25, 13, 11, 20, 24, 25, 28, 21, 21, 30]"
1111,1,"[28, 19, 25, 23, 13, 14, 20, 21, 20, 21, 12, 10]"
1112,1,"[30, 22, 27, 27, 23, 17, 25, 32, 23, 32, 27, 24]"
1113,1,"[35, 30, 30, 36, 38, 38, 40, 35, 40, 34, 28, 16]"
1114,1,"[36, 16, 29, 23, 22, 15, 25, 15, 28, 27, 22, 23]"
1115,1,"[24, 22, 20, 20, 22, 22, 25, 18, 17, 13, 15, 23]"
1116,1,"[24, 21, 21, 21, 21, 15, 11, 12, 13, 11, 18, 14]"
1117,1,"[30, 33, 35, 27, 34, 28, 17, 27, 28, 23, 18, 18]"
1118,1,"[18, 23, 21, 26, 18, 32, 25, 18, 19, 16, 23, 22]"
1119,1,"[42, 38, 31, 38, 44, 36, 29, 36, 48, 30, 33, 38]"
1120,1,"[37, 39, 40, 42, 34, 42, 41, 44, 43, 39, 34, 17]"
1121,1,"[12, 21, 23, 17, 13, 31, 33, 27, 21, 23, 24, 23]"
1122,1,"[21, 31, 38, 18, 38, 28, 22, 23, 34, 24, 24, 10]"
1123,1,"[25, 19, 13, 10, 13, 19, 26, 30, 29, 33, 17, 13]"
1124,1,"[23, 27, 28, 21, 17, 21, 18, 24, 24, 19, 21, 11]"
1125,1,"[24, 26, 16, 23, 28, 30, 34, 26, 23, 26, 25, 23]"
1126,1,"[35, 35, 37, 35, 34, 32, 33, 32, 34, 34, 33, 14]"
1127,1,"[21, 24, 14, 18, 11, 25, 30, 15, 18, 19, 21, 31]"
1128,1,"[33, 37, 26, 32, 26, 23, 27, 34, 31, 38, 29, 10]"
1129,1,"[24, 23, 25, 20, 25, 29, 24, 32, 30, 18, 15, 19]"
1130,1,"[14, 17, 23, 30, 29, 32, 25, 16, 26, 23, 28, 20]"
1131,1,"[26, 37, 27, 29, 41, 39, 33, 30, 32, 35, 34, 12]"
1132,1,"[37, 32, 29, 30, 28, 21, 22, 24, 31, 10, 22, 15]"
1133,1,"[21, 16, 14, 20, 28, 24, 18, 32, 27, 26, 24, 10]"
1134,1,"[23, 19, 31, 20, 26, 32, 20, 14, 23, 24, 25, 10]"
1135,1,"[30, 28, 31, 35, 28, 33, 32, 27, 24, 30, 32, 23]"
1136,1,"[22, 30, 23, 15, 12, 13, 23, 28, 32, 30, 25, 23]"
1137,1,"[21, 33, 24, 21, 28, 32, 33, 27, 25, 12, 16, 15]"
1138,1,"[21, 17, 20, 28, 18, 16, 24, 25, 14, 30, 19, 12]"
1139,1,"[31, 32, 29, 18, 23, 27, 26, 28, 28, 18, 14, 12]"
1140,1,"[24, 25, 28, 15, 12, 13, 23, 18, 23, 22, 22, 22]"
1141,1,"[23, 15, 18, 16, 19, 18, 25, 19, 20, 12, 10, 13]"
1142,1,"[19, 20, 14, 19, 28, 29, 19, 28, 28, 20, 31, 11]"
1143,1,"[28, 34, 26, 23, 29, 40, 29, 31, 24, 31, 27, 17]"
1144,1,"[41, 35, 37, 45, 32, 35, 35, 37, 38, 37, 35, 45]"
1145,1,"[22, 26, 39, 29, 20, 27, 38, 30, 37, 34, 23, 10]"
1146,1,"[20, 20, 22, 18, 21, 22, 22, 23, 22, 18, 11, 10]"
1147,1,"[44, 44, 43, 44, 43, 40, 36, 26, 21, 22, 20, 16]"
1148,1,"[48, 47, 46, 45, 37, 24, 19, 19, 20, 18, 18, 13]"
1149,1,"[26, 29, 31, 33, 29, 19, 22, 26, 24, 22, 19, 14]"
1150,1,"[13, 12, 15, 14, 16, 19, 24, 24, 23, 21, 17, 11]"
1151,1,"[26, 33, 39, 43, 42, 41, 34, 25, 28, 29, 17, 12]"
1152,1,"[57, 56, 56, 56, 58, 56, 55, 54, 49, 35, 21, 13]"
1153,1,"[46, 44, 44, 44, 44, 42, 42, 40, 37, 25, 18, 18]"
1154,1,"[56, 57, 57, 56, 57, 56, 51, 49, 36, 23, 17, 11]"
1155,1,"[21, 26, 26, 22, 20, 19, 18, 15, 13, 11, 11, 10]"
1156,1,"[51, 50, 51, 49, 49, 46, 48, 48, 47, 34, 22, 12]"
1157,1,"[47, 45, 43, 45, 45, 42, 40, 33, 32, 33, 26, 10]"
1158,1,"[34, 32, 30, 30, 31, 30, 30, 29, 30, 28, 19, 10]"
1159,1,"[25, 27, 27, 28, 28, 18, 19, 11, 15, 16, 14, 13]"
1160,1,"[31, 27, 24, 23, 25, 21, 18, 16, 18, 16, 11, 10]"
1161,1,"[32, 31, 32, 26, 20, 19, 21, 15, 15, 15, 16, 11]"
1162,1,"[45, 47, 45, 45, 43, 45, 44, 43, 42, 39, 35, 22]"
1163,1,"[33, 18, 14, 15, 18, 19, 18, 36, 39, 23, 24, 10]"
1164,1,"[40, 37, 36, 34, 35, 37, 38, 41, 38, 31, 21, 12]"
1165,1,"[39, 43, 43, 40, 39, 40, 35, 30, 17, 12, 12, 11]"
1166,1,"[49, 48, 46, 49, 47, 45, 46, 45, 42, 42, 46, 22]"
1167,1,"[32, 35, 29, 41, 39, 42, 41, 37, 38, 41, 41, 14]"
1168,1,"[12, 15, 15, 22, 14, 14, 13, 11, 12, 13, 16, 15]"
1169,1,"[37, 41, 30, 22, 24, 39, 51, 54, 38, 31, 18, 15]"
1170,1,"[14, 14, 18, 49, 51, 52, 51, 45, 26, 23, 16, 11]"
1171,1,"[54, 52, 53, 53, 52, 41, 31, 18, 16, 13, 13, 14]"
1172,1,"[13, 13, 14, 18, 24, 15, 16, 19, 18, 18, 14, 12]"
1173,1,"[41, 47, 50, 48, 50, 52, 53, 52, 50, 42, 23, 11]"
1174,1,"[18, 17, 17, 29, 50, 46, 43, 38, 31, 16, 12, 11]"
1175,1,"[53, 54, 48, 41, 44, 48, 51, 50, 49, 43, 42, 17]"
1176,1,"[14, 17, 15, 27, 27, 18, 15, 14, 23, 13, 10, 10]"
1177,1,"[50, 49, 54, 51, 51, 53, 51, 50, 53, 53, 32, 12]"
1178,1,"[50, 36, 35, 16, 18, 24, 40, 46, 51, 49, 43, 25]"
1179,1,"[54, 57, 58, 52, 47, 52, 51, 46, 53, 50, 25, 16]"
1180,1,"[13, 14, 14, 14, 16, 21, 20, 15, 12, 13, 13, 10]"
1181,1,"[36, 33, 41, 37, 24, 16, 12, 11, 13, 10, 10, 11]"
1182,1,"[16, 14, 15, 17, 18, 12, 12, 13, 12, 17, 15, 10]"
1183,1,"[57, 52, 49, 42, 21, 24, 45, 24, 16, 14, 10, 11]"
1184,1,"[49, 54, 53, 53, 52, 57, 52, 51, 47, 43, 29, 20]"
1185,1,"[44, 44, 36, 51, 50, 47, 47, 44, 30, 24, 13, 12]"
1186,1,"[41, 44, 43, 34, 33, 24, 19, 14, 13, 13, 13, 10]"
1187,1,"[15, 13, 12, 12, 14, 13, 14, 13, 13, 10, 12, 13]"
1188,1,"[38, 37, 37, 40, 39, 41, 40, 39, 37, 38, 37, 16]"
1189,1,"[30, 31, 32, 30, 32, 35, 37, 37, 34, 32, 33, 19]"
1190,1,"[32, 28, 20, 15, 16, 17, 20, 24, 23, 19, 22, 10]"
1191,1,"[29, 33, 31, 31, 31, 33, 36, 25, 13, 16, 17, 13]"
1192,1,"[37, 38, 37, 37, 36, 37, 35, 32, 30, 34, 34, 20]"
1193,1,"[34, 36, 38, 39, 37, 37, 38, 38, 38, 35, 30, 16]"
1194,1,"[30, 32, 32, 34, 34, 32, 18, 19, 21, 18, 20, 10]"
1195,1,"[34, 36, 35, 35, 30, 23, 14, 18, 15, 27, 16, 16]"
1196,1,"[18, 19, 21, 15, 20, 18, 19, 17, 19, 15, 16, 13]"
1197,1,"[31, 30, 24, 19, 17, 21, 22, 23, 24, 27, 26, 11]"
1198,1,"[31, 30, 31, 19, 14, 13, 16, 15, 12, 11, 10, 11]"
1199,1,"[19, 15, 17, 24, 25, 25, 27, 26, 23, 18, 15, 13]"
1200,1,"[25, 28, 24, 27, 25, 21, 23, 22, 20, 17, 10, 10]"
1201,1,"[27, 30, 32, 32, 30, 33, 27, 23, 20, 19, 18, 11]"
1202,1,"[24, 23, 23, 28, 30, 30, 28, 27, 26, 24, 13, 11]"
1203,1,"[33, 32, 31, 33, 31, 28, 26, 23, 21, 15, 11, 11]"
1204,1,"[27, 30, 27, 31, 27, 28, 26, 19, 19, 19, 12, 10]"
1205,1,"[34, 32, 32, 32, 28, 30, 26, 20, 16, 13, 15, 13]"
1206,1,"[23, 21, 18, 18, 21, 19, 28, 29, 29, 27, 15, 11]"
1207,1,"[10, 10, 11, 13, 18, 23, 21, 18, 13, 14, 21, 16]"
1208,1,"[29, 32, 33, 33, 30, 33, 30, 29, 28, 20, 16, 14]"
1209,1,"[15, 18, 18, 26, 32, 32, 28, 29, 31, 20, 23, 12]"
1210,1,"[30, 29, 31, 31, 26, 30, 22, 18, 20, 23, 19, 13]"
1211,1,"[32, 28, 25, 24, 25, 22, 16, 12, 13, 13, 16, 13]"
1212,1,"[25, 30, 30, 28, 24, 27, 26, 27, 25, 24, 19, 15]"
1213,1,"[30, 29, 29, 25, 28, 29, 25, 23, 19, 17, 12, 11]"
1214,1,"[28, 29, 31, 32, 34, 36, 32, 32, 27, 18, 12, 15]"
1215,1,"[30, 28, 29, 33, 33, 33, 26, 21, 16, 10, 12, 10]"
1216,1,"[23, 26, 28, 28, 31, 31, 29, 30, 31, 28, 30, 13]"
1217,1,"[35, 31, 28, 25, 23, 25, 31, 30, 27, 15, 12, 10]"
1218,1,"[28, 22, 23, 20, 26, 29, 32, 28, 29, 26, 20, 18]"
1219,1,"[25, 27, 26, 30, 29, 25, 23, 20, 14, 19, 17, 11]"
1220,1,"[25, 26, 29, 34, 32, 31, 29, 27, 19, 17, 20, 20]"
1221,1,"[17, 24, 29, 27, 30, 32, 25, 16, 14, 10, 12, 10]"
1222,1,"[18, 17, 20, 24, 22, 20, 18, 16, 14, 15, 12, 14]"
1223,1,"[31, 26, 28, 29, 29, 33, 32, 30, 29, 25, 21, 14]"
1224,1,"[29, 30, 32, 31, 29, 29, 25, 22, 20, 16, 12, 10]"
1225,1,"[21, 24, 24, 28, 31, 33, 30, 32, 28, 20, 17, 13]"
1226,1,"[30, 33, 33, 30, 36, 29, 27, 28, 24, 26, 15, 11]"
1227,1,"[30, 36, 32, 32, 28, 31, 25, 28, 31, 27, 21, 15]"
1228,1,"[34, 32, 31, 30, 30, 30, 29, 26, 21, 20, 18, 16]"
1229,1,"[30, 20, 24, 19, 22, 21, 23, 20, 20, 14, 14, 10]"
1230,1,"[31, 35, 32, 29, 22, 22, 24, 18, 21, 23, 21, 21]"
1231,1,"[12, 19, 19, 24, 18, 15, 19, 22, 18, 19, 15, 12]"
1232,1,"[35, 31, 33, 32, 27, 24, 23, 19, 21, 21, 12, 11]"
1233,1,"[29, 29, 31, 32, 27, 28, 22, 15, 20, 22, 21, 18]"
1234,1,"[35, 33, 33, 34, 33, 32, 31, 23, 30, 26, 16, 18]"
1235,1,"[25, 25, 28, 27, 27, 25, 26, 21, 20, 15, 11, 11]"
1236,1,"[19, 26, 29, 32, 33, 30, 32, 31, 31, 30, 28, 15]"
1237,1,"[29, 21, 18, 18, 11, 10, 11, 11, 11, 11, 12, 12]"
1238,1,"[18, 14, 20, 23, 23, 23, 22, 22, 20, 18, 15, 10]"
1239,1,"[22, 22, 19, 15, 18, 17, 15, 14, 10, 12, 10, 12]"
1240,1,"[38, 37, 32, 33, 29, 18, 18, 18, 11, 11, 12, 10]"
1241,1,"[41, 39, 36, 37, 38, 39, 37, 37, 32, 31, 25, 13]"
1242,1,"[32, 34, 32, 32, 25, 22, 22, 19, 20, 19, 18, 15]"
1243,1,"[26, 30, 27, 24, 18, 19, 15, 15, 18, 17, 14, 11]"
1244,1,"[14, 11, 13, 13, 15, 14, 15, 15, 14, 14, 12, 11]"
1245,1,"[12, 10, 13, 10, 16, 23, 27, 28, 30, 22, 21, 18]"
1246,1,"[19, 19, 18, 17, 11, 11, 12, 11, 10, 11, 11, 10]"
1247,1,"[33, 32, 27, 19, 20, 17, 17, 14, 21, 21, 20, 12]"
1248,1,"[18, 24, 31, 32, 30, 29, 24, 17, 21, 20, 13, 10]"
1249,1,"[21, 25, 29, 28, 29, 27, 30, 29, 30, 32, 32, 17]"
1250,1,"[24, 25, 25, 25, 23, 21, 17, 17, 16, 16, 13, 13]"
1251,1,"[18, 18, 17, 23, 27, 33, 29, 20, 17, 16, 14, 14]"
1252,1,"[31, 30, 27, 28, 27, 23, 22, 19, 16, 15, 14, 19]"
1253,1,"[24, 25, 19, 16, 19, 23, 22, 24, 24, 17, 17, 12]"
1254,1,"[17, 27, 24, 28, 31, 31, 30, 26, 25, 26, 24, 18]"
1255,1,"[33, 28, 24, 24, 31, 25, 24, 24, 22, 20, 18, 15]"
1256,1,"[33, 31, 29, 30, 29, 27, 27, 30, 23, 20, 21, 20]"
1257,1,"[13, 12, 14, 14, 11, 17, 22, 22, 23, 20, 21, 13]"
1258,1,"[30, 31, 27, 25, 25, 27, 26, 22, 21, 17, 16, 13]"
1259,1,"[38, 38, 37, 33, 36, 36, 36, 25, 26, 17, 19, 14]"
1260,1,"[21, 22, 26, 21, 24, 21, 18, 21, 18, 14, 14, 14]"
1261,1,"[25, 30, 30, 30, 27, 25, 25, 20, 20, 18, 14, 13]"
1262,1,"[28, 32, 30, 25, 28, 32, 33, 29, 33, 32, 14, 14]"
1263,1,"[29, 28, 30, 27, 25, 27, 30, 24, 22, 17, 17, 10]"
1264,1,"[43, 43, 40, 40, 41, 35, 29, 23, 18, 12, 12, 10]"
1265,1,"[38, 40, 42, 39, 37, 39, 37, 35, 30, 22, 16, 12]"
1266,1,"[37, 36, 31, 28, 21, 19, 18, 15, 18, 11, 10, 11]"
1267,1,"[34, 32, 28, 19, 20, 19, 15, 13, 14, 11, 11, 17]"
1268,1,"[44, 41, 41, 41, 42, 41, 35, 29, 23, 22, 18, 13]"
1269,1,"[22, 23, 28, 28, 27, 27, 22, 24, 25, 32, 13, 16]"
1270,1,"[18, 16, 14, 14, 14, 17, 14, 12, 15, 18, 17, 16]"
1271,1,"[41, 43, 40, 37, 37, 36, 35, 24, 18, 18, 11, 10]"
1272,1,"[39, 38, 37, 37, 37, 39, 37, 33, 29, 23, 15, 11]"
1273,1,"[32, 32, 33, 30, 32, 29, 27, 29, 20, 18, 11, 10]"
1274,1,"[32, 30, 33, 34, 31, 24, 24, 25, 23, 24, 20, 12]"
1275,1,"[40, 37, 36, 38, 38, 39, 30, 26, 21, 20, 19, 13]"
1276,1,"[38, 40, 35, 33, 24, 18, 17, 15, 11, 10, 11, 12]"
1277,1,"[40, 41, 43, 38, 35, 29, 22, 19, 15, 16, 12, 10]"
1278,1,"[19, 23, 23, 21, 21, 26, 29, 26, 20, 18, 16, 11]"
1279,1,"[16, 18, 17, 16, 22, 23, 23, 19, 18, 18, 15, 12]"
1280,1,"[38, 45, 41, 44, 41, 38, 37, 30, 23, 14, 16, 13]"
1281,1,"[21, 26, 32, 32, 28, 33, 30, 23, 19, 16, 16, 12]"
1282,1,"[15, 21, 28, 23, 16, 14, 14, 13, 17, 17, 19, 16]"
1283,1,"[30, 27, 21, 19, 19, 17, 12, 15, 18, 20, 17, 13]"
1284,1,"[44, 41, 40, 43, 40, 40, 40, 36, 27, 23, 19, 12]"
1285,1,"[43, 42, 40, 40, 41, 42, 39, 39, 36, 33, 26, 16]"
1286,1,"[42, 39, 38, 37, 25, 22, 15, 12, 10, 10, 11, 12]"
1287,1,"[39, 41, 45, 42, 43, 42, 43, 40, 36, 24, 18, 11]"
1288,1,"[16, 16, 15, 16, 16, 19, 21, 23, 19, 16, 11, 11]"
1289,1,"[19, 23, 23, 22, 21, 24, 26, 23, 17, 17, 13, 19]"
1290,1,"[40, 39, 38, 42, 42, 42, 38, 35, 24, 17, 15, 12]"
1291,1,"[19, 16, 13, 12, 17, 20, 20, 17, 22, 22, 14, 10]"
1292,1,"[44, 42, 38, 42, 38, 40, 43, 39, 34, 24, 18, 11]"
1293,1,"[26, 24, 23, 26, 23, 18, 11, 13, 19, 23, 22, 21]"
1294,1,"[32, 34, 32, 30, 29, 29, 30, 27, 24, 26, 19, 12]"
1295,1,"[45, 42, 41, 42, 39, 40, 35, 34, 27, 14, 12, 10]"
1296,1,"[15, 18, 21, 21, 19, 17, 17, 15, 19, 18, 21, 12]"
1297,1,"[33, 32, 33, 31, 29, 27, 22, 22, 25, 22, 18, 14]"
1298,1,"[43, 44, 43, 44, 41, 40, 42, 38, 35, 24, 15, 13]"
1299,1,"[43, 44, 45, 44, 41, 41, 40, 36, 32, 21, 20, 12]"
1300,1,"[33, 32, 32, 33, 31, 27, 26, 25, 21, 19, 16, 10]"
1301,1,"[18, 20, 18, 17, 16, 15, 13, 14, 15, 16, 14, 11]"
1302,1,"[44, 42, 40, 40, 41, 39, 39, 38, 30, 23, 16, 10]"
1303,1,"[33, 33, 33, 32, 31, 28, 24, 20, 16, 15, 12, 13]"
1304,1,"[15, 17, 22, 34, 28, 20, 19, 12, 15, 15, 13, 10]"
1305,1,"[24, 20, 23, 24, 32, 34, 30, 31, 29, 24, 16, 12]"
1306,1,"[42, 42, 42, 43, 43, 41, 40, 37, 33, 22, 18, 10]"
1307,1,"[20, 25, 24, 27, 31, 33, 33, 33, 30, 31, 23, 17]"
1308,1,"[40, 44, 40, 43, 42, 37, 38, 40, 36, 35, 22, 15]"
1309,1,"[34, 34, 35, 34, 33, 35, 36, 33, 33, 28, 19, 11]"
1310,1,"[42, 45, 40, 41, 43, 38, 40, 38, 36, 27, 20, 10]"
1311,1,"[37, 34, 32, 34, 29, 30, 30, 29, 26, 18, 13, 11]"
1312,1,"[41, 43, 42, 42, 42, 41, 37, 32, 22, 17, 17, 15]"
1313,1,"[41, 42, 42, 42, 44, 39, 36, 32, 20, 16, 16, 10]"
1314,1,"[41, 38, 40, 42, 40, 37, 34, 31, 22, 18, 18, 17]"
1315,1,"[29, 22, 26, 22, 25, 23, 26, 22, 25, 27, 24, 10]"
1316,1,"[30, 35, 30, 26, 27, 25, 24, 19, 18, 21, 18, 13]"
1317,1,"[31, 27, 28, 25, 24, 18, 14, 12, 13, 12, 11, 11]"
1318,1,"[18, 22, 21, 20, 16, 20, 14, 16, 17, 14, 12, 10]"
1319,1,"[28, 31, 25, 15, 19, 18, 16, 13, 13, 11, 15, 13]"
1320,1,"[40, 46, 40, 41, 41, 43, 44, 33, 31, 31, 22, 11]"
1321,1,"[31, 25, 16, 16, 15, 21, 32, 31, 31, 26, 18, 12]"
1322,1,"[42, 42, 41, 40, 39, 38, 39, 36, 34, 28, 21, 10]"
1323,1,"[32, 30, 31, 32, 32, 31, 28, 28, 25, 25, 29, 23]"
1324,1,"[27, 31, 33, 30, 31, 31, 29, 25, 27, 27, 25, 23]"
1325,1,"[44, 41, 42, 41, 37, 37, 36, 38, 32, 30, 29, 11]"
1326,1,"[43, 45, 43, 44, 40, 38, 36, 30, 31, 24, 15, 11]"
1327,1,"[34, 33, 30, 31, 32, 32, 34, 32, 32, 29, 28, 10]"
1328,1,"[19, 19, 17, 12, 17, 12, 14, 13, 19, 16, 14, 15]"
1329,1,"[28, 33, 30, 27, 29, 31, 30, 24, 23, 17, 17, 12]"
1330,1,"[28, 30, 30, 29, 29, 29, 24, 23, 22, 17, 16, 13]"
1331,1,"[40, 42, 40, 46, 40, 46, 44, 37, 36, 33, 28, 12]"
1332,1,"[39, 42, 38, 37, 37, 31, 30, 26, 15, 12, 15, 19]"
1333,1,"[43, 45, 47, 44, 44, 44, 40, 39, 33, 31, 22, 18]"
1334,1,"[34, 33, 34, 34, 34, 33, 34, 33, 34, 28, 26, 16]"
1335,1,"[42, 42, 40, 46, 45, 39, 36, 36, 32, 32, 19, 10]"
1336,1,"[32, 30, 28, 28, 30, 30, 17, 22, 19, 14, 13, 17]"
1337,1,"[43, 46, 40, 44, 44, 39, 41, 33, 28, 13, 10, 10]"
1338,1,"[41, 40, 45, 46, 43, 41, 37, 37, 36, 33, 21, 10]"
1339,1,"[30, 27, 30, 28, 26, 27, 25, 26, 21, 13, 18, 22]"
1340,1,"[49, 49, 48, 47, 47, 46, 47, 48, 47, 39, 31, 14]"
1341,1,"[41, 45, 45, 47, 47, 45, 36, 24, 16, 11, 12, 11]"
1342,1,"[49, 46, 47, 42, 37, 32, 15, 14, 12, 10, 12, 10]"
1343,1,"[55, 53, 50, 47, 47, 45, 44, 38, 28, 23, 15, 11]"
1344,1,"[47, 45, 45, 44, 47, 45, 44, 41, 42, 45, 42, 14]"
1345,1,"[19, 22, 26, 20, 22, 24, 26, 33, 46, 45, 47, 27]"
1346,1,"[43, 45, 48, 47, 43, 46, 44, 44, 44, 38, 37, 24]"
1347,1,"[45, 46, 46, 42, 48, 37, 40, 45, 39, 22, 12, 16]"
1348,1,"[49, 47, 47, 46, 44, 47, 45, 46, 42, 37, 44, 13]"
1349,1,"[11, 10, 22, 27, 23, 27, 25, 25, 21, 15, 12, 12]"
1350,1,"[47, 35, 37, 36, 36, 33, 29, 24, 21, 20, 11, 11]"
1351,1,"[48, 48, 49, 48, 50, 47, 48, 46, 46, 44, 36, 18]"
1352,1,"[54, 54, 51, 36, 40, 38, 33, 40, 44, 33, 19, 11]"
1353,1,"[35, 36, 45, 48, 43, 43, 39, 35, 18, 13, 11, 11]"
1354,1,"[47, 46, 38, 43, 46, 43, 37, 32, 21, 11, 11, 11]"
1355,1,"[22, 13, 16, 11, 13, 13, 12, 14, 12, 14, 12, 12]"
1356,1,"[43, 37, 38, 44, 41, 30, 35, 33, 27, 31, 29, 17]"
1357,1,"[46, 40, 28, 22, 26, 34, 44, 46, 44, 35, 24, 14]"
1358,1,"[38, 38, 46, 46, 44, 43, 39, 37, 34, 33, 26, 15]"
1359,1,"[54, 51, 49, 47, 44, 43, 43, 44, 33, 28, 18, 11]"
1360,1,"[56, 58, 58, 56, 57, 55, 53, 52, 47, 44, 45, 25]"
1361,1,"[46, 45, 44, 46, 47, 47, 46, 46, 45, 45, 41, 30]"
1362,1,"[48, 49, 49, 48, 49, 49, 49, 48, 46, 48, 47, 23]"
1363,1,"[47, 48, 47, 48, 48, 45, 45, 45, 44, 20, 12, 15]"
1364,1,"[55, 56, 54, 53, 50, 47, 44, 35, 21, 11, 13, 16]"
1365,1,"[57, 57, 52, 50, 48, 44, 42, 37, 27, 22, 15, 12]"
1366,1,"[54, 53, 55, 51, 51, 44, 29, 16, 14, 13, 11, 11]"
1367,1,"[30, 29, 29, 27, 31, 28, 27, 28, 30, 28, 26, 24]"
1368,1,"[24, 21, 19, 17, 18, 20, 21, 20, 18, 14, 12, 10]"
1369,1,"[17, 16, 18, 18, 18, 18, 17, 17, 16, 13, 13, 11]"
1370,1,"[19, 19, 22, 23, 21, 19, 19, 17, 17, 17, 16, 11]"
1371,1,"[25, 23, 20, 21, 19, 18, 13, 14, 15, 15, 18, 13]"
1372,1,"[27, 26, 26, 26, 27, 25, 21, 18, 14, 13, 13, 11]"
1373,1,"[25, 26, 26, 24, 24, 22, 19, 22, 16, 16, 14, 11]"
1374,1,"[28, 31, 30, 25, 24, 25, 23, 20, 16, 12, 13, 10]"
1375,1,"[18, 16, 17, 18, 17, 18, 18, 16, 18, 14, 11, 10]"
1376,1,"[26, 28, 25, 20, 19, 17, 15, 16, 15, 13, 14, 10]"
1377,1,"[25, 23, 23, 25, 25, 23, 17, 19, 20, 22, 21, 10]"
1378,1,"[18, 20, 20, 23, 20, 19, 19, 17, 15, 17, 17, 11]"
1379,1,"[44, 42, 43, 44, 43, 42, 41, 39, 37, 36, 35, 16]"
1380,1,"[22, 24, 26, 26, 29, 32, 36, 33, 21, 17, 12, 10]"
1381,1,"[16, 17, 22, 22, 20, 19, 19, 21, 26, 28, 27, 14]"
1382,1,"[22, 18, 17, 17, 18, 20, 20, 20, 18, 19, 16, 10]"
1383,1,"[25, 24, 19, 14, 20, 20, 20, 18, 18, 17, 16, 15]"
1384,1,"[37, 36, 22, 18, 18, 19, 17, 13, 13, 12, 12, 10]"
1385,1,"[28, 31, 25, 19, 15, 12, 10, 12, 12, 11, 12, 11]"
1386,1,"[42, 45, 43, 42, 35, 33, 33, 29, 27, 22, 21, 11]"
1387,1,"[32, 29, 24, 22, 22, 21, 17, 15, 14, 10, 12, 11]"
1388,1,"[38, 31, 29, 30, 28, 23, 19, 14, 16, 11, 12, 11]"
1389,1,"[30, 30, 33, 27, 21, 16, 15, 17, 14, 12, 11, 10]"
1390,1,"[40, 40, 37, 32, 29, 21, 24, 25, 23, 17, 11, 11]"
1391,1,"[28, 22, 19, 17, 20, 15, 12, 13, 13, 11, 10, 11]"
1392,1,"[40, 34, 27, 25, 23, 20, 18, 16, 13, 12, 12, 12]"
1393,1,"[20, 18, 20, 24, 21, 13, 14, 11, 14, 11, 14, 13]"
1394,1,"[29, 26, 25, 24, 25, 24, 22, 17, 13, 13, 10, 10]"
1395,1,"[19, 19, 16, 14, 15, 16, 14, 13, 12, 12, 10, 10]"
1396,1,"[30, 30, 30, 31, 38, 30, 18, 16, 22, 16, 12, 11]"
1397,1,"[30, 30, 33, 31, 31, 27, 26, 21, 14, 13, 11, 11]"
1398,1,"[40, 39, 32, 22, 13, 17, 17, 15, 16, 15, 15, 11]"
1399,1,"[31, 29, 28, 26, 21, 17, 18, 17, 16, 17, 13, 10]"
1400,1,"[28, 26, 24, 18, 15, 12, 12, 15, 13, 13, 11, 11]"
1401,1,"[35, 29, 26, 20, 19, 16, 13, 10, 13, 12, 11, 11]"
1402,1,"[45, 42, 40, 39, 28, 25, 20, 16, 15, 11, 12, 11]"
1403,1,"[32, 24, 21, 24, 16, 15, 13, 14, 13, 13, 11, 11]"
1404,1,"[34, 34, 36, 28, 24, 19, 16, 14, 13, 13, 13, 13]"
1405,1,"[24, 24, 18, 19, 15, 14, 15, 15, 14, 12, 12, 10]"
1406,1,"[17, 23, 16, 20, 17, 18, 14, 13, 14, 11, 10, 10]"
1407,1,"[31, 30, 28, 17, 13, 13, 10, 12, 14, 14, 14, 10]"
1408,1,"[17, 19, 21, 23, 17, 14, 15, 13, 12, 13, 11, 10]"
1409,1,"[20, 22, 15, 16, 14, 13, 12, 10, 13, 15, 13, 16]"
1410,1,"[44, 46, 43, 43, 42, 41, 40, 39, 26, 18, 12, 10]"
1411,1,"[42, 40, 29, 26, 24, 24, 23, 17, 14, 12, 12, 10]"
1412,1,"[25, 28, 32, 40, 45, 43, 44, 43, 45, 45, 45, 12]"
1413,1,"[29, 30, 28, 29, 30, 29, 25, 22, 23, 22, 22, 14]"
1414,1,"[28, 22, 16, 18, 15, 13, 13, 15, 12, 11, 12, 11]"
1415,1,"[29, 30, 28, 26, 18, 16, 14, 13, 15, 11, 11, 11]"
1416,1,"[31, 21, 22, 22, 16, 11, 12, 13, 13, 11, 12, 10]"
1417,1,"[20, 25, 20, 22, 21, 21, 17, 12, 12, 10, 11, 10]"
1418,1,"[26, 24, 22, 23, 22, 26, 19, 20, 21, 18, 16, 15]"
1419,1,"[34, 37, 31, 26, 21, 17, 16, 15, 11, 12, 14, 16]"
1420,1,"[26, 18, 15, 14, 12, 10, 11, 11, 11, 10, 12, 11]"
1421,1,"[34, 42, 38, 33, 20, 19, 14, 11, 11, 12, 10, 12]"
